28762	2.44
81168	2.77
391239	4.56
100422641	3.07
10533	3.13
100421821	4.72
100507058	3.46
645722	1.73
544430	2.31
3117	2.55
10755	4.22
9290	3.36
693209	3.4
84138	3.11
100132272	2.44
260429	4.79
100034248	3.5
100653343	1.03
83697	3.7
100133251	2.53
100506354	1.93
11060	2.78
644154	1.97
6443	2.27
28827	2.37
84266	1.31
678	3.84
83955	3.15
100419037	1.86
60529	4.25
219428	3.43
407001	2.7
255082	3.9
9771	3.88
100287227	3.82
646839	3.69
100189223	3.55
5550	2.94
100126506	2.69
94299	2.62
100271523	2.31
643376	2.79
100151641	1.73
386730	5.17
339822	4.21
100189006	1.88
1174	2.6
199834	2.53
100128521	3.78
728115	2.92
200025	-2.75
100415942	-3.03
133789	-3.04
26301	-1.63
3572	-3.23
5122	-1.48
55739	-4.55
286297	-2.42
645811	-2.88
92340	-2.78
100422935	-2.62
54048	-3.5
151649	-3.33
57513	-4.02
643965	-4.07
28398	-2.7
200575	-2.55
100131795	-2.95
4281	-2.08
100419788	-0.95
59274	-3.49
100288831	-5.31
64641	-1.99
57579	-3.71
196513	-3.69
100421248	-1.97
100418596	-3.28
84570	-4.22
100133100	-2.82
100526840	-3.14
129666	-2.99
767561	-2.61
89853	-3.37
56922	-2.36
100130778	-3.22
10562	-2.67
730747	-1.9
6244	-2.56
26476	-3.33
7271	-1.85
25950	-2.01
2971	-2.45
642290	-2.76
100419816	-3.63
100133259	-1.64
100189306	-3.6
149041	-0.81
93974	-1.47
100271001	-3.24
439951	-4.03
644456	-0.71
79053	0.26
28957	-0.25
100653290	-0.35
553103	-0.95
11093	-0.05
6614	-0.78
199953	-1.67
100505501	-0.38
406920	0.92
100616419	-0.58
100128364	0.61
79415	-1.62
127247	-0.06
7507	0.52
662	0.3
780913	0.11
5294	-0.64
140856	-0.85
619468	-1.02
100653238	0.12
255783	-0.95
219869	-0.49
9094	-0.26
100130485	1.84
147945	-0.65
284525	0.24
10808	0.08
23362	-0.96
403250	-0.07
391282	1.44
3886	0.45
1812	0.04
642262	-0.42
100505781	-2.05
406237	1.13
388649	-1.46
337983	0.74
100652931	1.91
283927	-1.44
664617	0.7
407019	-0.26
25893	-1.57
28383	-1.51
100128091	-1.6
146956	-0.53
9177	-1.46
100129685	0.69
5372	2.1
100418538	-1.29
441584	0.79
387646	0.77
57115	0.33
147323	-1.01
266727	-0.12
9477	-0.28
339316	0.56
3787	-0.37
50639	0.98
11052	-0.37
51276	1.05
100421328	-1.05
140777	-1.26
100133220	3.24
100420018	-0.42
112495	0.3
3202	0.64
57628	-0.48
100125288	0.52
57792	0.37
541467	-0.22
100288708	0.07
100312808	-0.03
84636	2.13
83590	-0.74
100421332	-1.1
642443	0.04
100129140	0.31
414927	0.44
100421910	-0.46
54012	-1.06
9980	1.26
100420499	-0.35
283110	-0.87
100419741	-0.24
9881	-0.2
100130694	1.11
100126307	0.08
100506705	0.75
359819	-0.5
730102	0.21
84322	-0.32
5170	0.09
100505594	-0.9
51172	-1.31
401296	2
5645	0.6
100288613	-1.25
55765	-0.61
100134131	-1.19
28792	2.2
22813	1.31
285593	-0.27
28872	0.54
9481	-0.41
285941	-0.48
388907	-0.79
6586	-0.59
27347	1.65
791121	-0.05
100509413	0.12
5138	0.24
100131160	1.23
100506953	-0.52
100271248	-0.99
55160	1.68
643353	-0.44
100507330	-0.72
100507353	-1.24
58530	-1.28
28575	-0.57
8631	0.62
56118	1.11
284187	0.71
100500845	-0.36
284323	0.06
28338	-0.7
2368	-0.72
114882	0.88
100302288	-1.02
64423	1.96
6693	-0.09
81198	0.21
541471	-0.74
84441	-0.57
693164	-1.32
693154	-0.18
386676	0.42
124974	0.32
146439	-0.78
55052	-0.79
391710	-0.5
100422368	1.5
7212	-1.14
113278	-0.18
10944	1.9
124411	-0.1
6747	-1.36
151112	-0.66
100506564	0.49
100130972	-0.38
100505893	-0.56
163131	-0.34
407037	0.09
219477	1.6
5567	-0.09
26583	1.08
256957	0.63
80829	-0.11
100505997	-1.53
319112	-0.52
55704	-0.49
50512	0.05
100151663	1.3
728769	2.29
8595	1.55
3223	-0.13
100130234	-1.76
442266	-0.39
8829	0.09
3119	0.85
5575	0.96
83636	0.68
8816	-1.4
54537	0.85
10007	-0.45
27445	0.17
9469	0.07
191585	0.43
100131840	0.02
1401	-1.67
337959	0.74
100419825	0.39
80824	-0.27
2431	0.12
7026	0.13
55954	0.22
7957	1.64
6718	-0.22
22921	0.17
23199	1.17
6682	1.05
100616467	1.15
56923	-0.58
283480	2
653365	0.07
5075	1.87
6070	-1.35
2548	0.02
100505566	1.25
646993	-0.72
4848	-0.75
246184	-0.94
151556	-1.05
81204	-0.44
100653023	0.33
9205	-2.01
100270936	0.21
3431	1.24
85450	2.04
7135	1.3
10054	0.76
100288428	-1.73
791230	-0.6
28750	-0.35
253725	0.7
4185	-0.11
78991	-1.26
100533643	1.68
449018	0.91
645524	0.24
55326	1.22
90859	-1.34
100653213	0.66
100302238	-0.52
100507170	0.68
100270870	-0.06
100133127	0.63
28774	1.34
100130849	0.01
100652782	1.02
53353	-1.19
85318	-0.72
100270856	1.52
3866	0.38
79777	-2.05
135946	-1.36
8091	-0.2
392390	0.87
100533666	-0.1
100652915	0.62
9203	0.96
347051	1.67
83874	0.06
647285	-0.05
28828	-1.75
159296	0.1
8927	-0.57
80119	-0.97
100101467	-0.18
219482	1.01
3189	-1.99
100133400	-0.43
114789	0.12
100616383	-0.89
51102	0.33
100289251	0.41
4140	-0.03
100420158	-2.47
163175	2.57
5568	-0.21
57412	0.65
100287715	0.27
29974	1.02
400169	0.82
100287606	-0.21
3569	0.38
728621	-0.95
728215	0.86
152789	-0.46
128866	2.42
388255	-1.65
100500897	-0.46
23387	0.83
22926	0.51
115273	-0.59
57446	-1
100313921	0.14
9232	-0.01
246123	-1.79
123970	0.03
388666	0.19
644013	0.17
100616252	-1.06
23474	0.48
25924	1.38
100189051	0.46
100272147	-1.14
5778	-0.44
100507790	0.35
7418	-0.65
7235	-2.16
100463528	0.88
283299	-0.83
7933	-0.57
64403	1.5
644534	-0.77
55259	0.85
64857	-1.26
7443	-0.35
644353	-0.07
9641	-1.17
100507109	-0.63
100421133	-0.03
100506380	0.67
100033460	-1.65
80167	-0.35
100132795	0.76
560	-0.54
100506143	0.23
100653029	0.49
79165	0.27
100129351	0.65
100188695	-0.12
728903	-0.41
170384	-2.64
246723	-0.09
55070	0.43
724067	0.54
100271254	-0.56
127255	1.78
284513	0.29
645010	0.13
7209	1.27
63897	-0.72
90529	-0.45
4296	2.4
100505601	0.01
100287648	1.63
100419337	-1.44
100505813	-0.19
3627	0.38
81502	0.3
341112	-1.01
5342	0.02
100189216	-1.08
100128571	0.71
2629	1.08
200081	-2.22
100422908	1.24
2113	-1.24
51808	0.45
257044	0.66
439936	-0.2
28590	-0.65
116512	0.17
79870	0.44
100506236	0.88
6291	-2.05
3502	-1.64
100507675	1.43
134121	1.05
80129	0.44
8825	0.72
2731	0.92
644070	-2.66
391112	1.11
100631290	-0.48
406921	0.23
3231	-0.3
8411	0.87
168400	-0.35
94	0.52
132671	-0.39
28417	-1.09
100505946	1.21
730010	0.74
8463	1.72
169966	0.07
677839	1.13
150159	1.98
100507055	-0.28
729565	-1.32
84856	-0.24
5987	-0.21
25849	0.15
100312955	1.71
127700	-0.33
254268	0.37
692206	-0.23
100130396	0.02
7945	0.31
100289099	1.33
100506470	0.12
400094	0.71
259236	0.78
9844	0.91
90	-0.57
100418904	1.63
6776	-0.38
1130	-0.11
100505951	1.4
51676	1.29
8520	-1.09
